Geography_Germany,Geography_Spain,Geography_France,Gender,Age,Satisfaction Score,Tenure,Card Type,Balance,EstimatedSalary,CreditScore,NumOfProducts,HasCrCard,IsActiveMember,Point Earned,Churn
0.0,0.0,1.0,0.0,0.48825872518744257,1.0,1.7156208094583962,2.0,0.6931042359304178,-0.31158742594628186,-1.2994237575845067,2.0,0.0,0.0,1.0533990896272536,0
0.0,0.0,1.0,1.0,0.20248102570781581,0.75,-1.5887792395550244,3.0,0.8082689617503271,-0.5139803911369129,-0.015097280868854937,1.0,1.0,1.0,1.2179276396301713,0
0.0,1.0,0.0,0.0,2.2029249220652027,0.75,-0.3496292211749917,4.0,0.591157711402094,-0.6712758878398168,0.8171462760428874,1.0,0.0,1.0,1.3780094720654423,0
1.0,0.0,0.0,0.0,-0.7501113058909399,0.25,0.0634207849516859,1.0,0.6663357225487222,0.1252080476699947,-0.7137708842021695,1.0,1.0,0.0,-1.5479306874459016,0
0.0,0.0,1.0,1.0,-0.6548520727310644,0.75,-1.175729233428347,4.0,0.7718389127454344,-0.5261505607432444,-0.9603615677315746,1.0,1.0,1.0,0.5197929815096833,0
0.0,1.0,0.0,1.0,-0.08329667377181091,0.5,1.3025708033317187,1.0,0.43516745574453775,-0.7395918584118749,-0.4363563652315887,1.0,0.0,1.0,-0.4006775549931254,0
0.0,1.0,0.0,1.0,-1.3216667048501933,0.0,-0.7626792273016693,4.0,0.7345639840829786,0.2675053885166681,-0.4466309770453139,1.0,0.0,1.0,-0.24504244012550072,0
0.0,0.0,1.0,0.0,-1.416925938010069,0.25,-1.5887792395550244,3.0,-1.1991617531888707,0.34850199426667966,-0.7754185550845207,2.0,1.0,1.0,-1.0632384725724418,0
1.0,0.0,0.0,0.0,1.726628756265825,1.0,-1.5887792395550244,2.0,0.41486911823683503,-0.5064649901817978,1.0637369595722925,2.0,1.0,1.0,1.2979685558478067,0
0.0,0.0,1.0,0.0,1.059814124146696,0.75,-1.175729233428347,2.0,-1.1991617531888707,-0.08755798295655866,0.5294571452585813,2.0,0.0,0.0,0.5331331342126227,0
0.0,1.0,0.0,0.0,-1.1311482385304423,0.75,-0.7626792273016693,3.0,-1.1991617531888707,-0.01088287678244687,0.0876488372683972,2.0,1.0,0.0,0.030654049068577254,0
0.0,1.0,0.0,0.0,-0.36907437325143766,0.75,-1.5887792395550244,4.0,1.59201374012505,-1.3556091057260755,-1.1144807449374527,1.0,1.0,1.0,-1.0054311441930384,0
0.0,1.0,0.0,1.0,1.059814124146696,1.0,0.4764707910783635,3.0,0.8702311654842635,-1.0114531824229487,-0.004822669055129724,1.0,0.0,0.0,-0.5385257995901644,0
1.0,0.0,0.0,1.0,-0.36907437325143766,0.25,-1.5887792395550244,4.0,0.9331100652425748,0.35999811887573635,0.6219286515821083,1.0,1.0,1.0,-1.129939236087138,0
0.0,0.0,1.0,1.0,-0.5595928395711888,0.25,-0.7626792273016693,1.0,0.6160905984480719,0.43050591408928346,-0.6110247660649173,1.0,1.0,0.0,1.5158577166624811,0
1.0,0.0,0.0,1.0,0.20248102570781581,1.0,-1.175729233428347,4.0,1.0080957681180727,0.11864688912749463,-1.1658538040060789,1.0,1.0,0.0,0.7154485544861258,0
0.0,1.0,0.0,1.0,0.7740364246670692,0.5,-0.3496292211749917,1.0,-1.1991617531888707,1.1641835553062403,0.1595711199644737,1.0,0.0,0.0,1.6981731369359845,1
0.0,0.0,1.0,0.0,-1.0358890053705667,1.0,-0.3496292211749917,2.0,1.1166071065326555,1.4930569354699035,-0.8473408377805972,2.0,1.0,0.0,1.640365808556581,0
0.0,0.0,1.0,0.0,-1.5121851711699446,0.25,-1.175729233428347,3.0,-1.1991617531888707,-1.0650061534742667,0.5191825334448562,2.0,1.0,0.0,-1.5701642752841336,0
0.0,0.0,1.0,0.0,-0.5595928395711888,1.0,0.4764707910783635,2.0,1.2677425757937124,-1.2961176952478441,-0.10756878719238186,1.0,1.0,0.0,0.6932149666478937,1
0.0,0.0,1.0,1.0,-0.8453705390508155,0.5,0.0634207849516859,1.0,-1.1991617531888707,1.3103814885834029,-0.8062423905256964,1.0,0.0,1.0,-0.6141199982401535,0
0.0,0.0,1.0,0.0,0.7740364246670692,1.0,1.3025708033317187,3.0,0.13099306431805008,0.6586995620310928,-1.2069522512609798,1.0,1.0,1.0,-0.8364558766224744,0
1.0,0.0,0.0,1.0,1.726628756265825,0.5,0.8895207972050411,2.0,0.5927619294447505,0.7028483745967289,1.8857059046703095,3.0,1.0,0.0,-0.04049343201376545,1
0.0,0.0,1.0,1.0,-0.1785559069316865,1.0,0.4764707910783635,3.0,-1.1991617531888707,-0.783246266566145,0.6938509342781848,2.0,1.0,1.0,-1.6324183212311836,0
0.0,1.0,0.0,1.0,-0.8453705390508155,1.0,1.7156208094583962,3.0,-1.1991617531888707,-1.4047431627729832,0.6116540397683831,2.0,1.0,0.0,-0.8275624414871816,0
0.0,1.0,0.0,0.0,0.10722179254794025,0.25,1.7156208094583962,1.0,-1.1991617531888707,0.0675149634069749,-0.2308641289570844,2.0,1.0,0.0,-0.9120500752724636,0
0.0,0.0,1.0,1.0,-0.4643336064113132,0.0,0.0634207849516859,4.0,0.4169699863539788,-1.1603013817202186,2.050099693689913,1.0,1.0,0.0,1.311308708550746,0
1.0,0.0,0.0,0.0,-0.27381514009156205,1.0,-0.3496292211749917,4.0,0.6477196435356117,-1.7125037986241705,1.4541722084938506,2.0,0.0,0.0,-0.4051242725607718,0
0.0,1.0,0.0,0.0,-1.3216667048501933,0.0,0.4764707910783635,2.0,1.310079919948717,0.4262779882296589,0.19039495540564932,2.0,1.0,0.0,0.11514168285385921,0
1.0,0.0,0.0,0.0,-0.7501113058909399,0.25,-0.3496292211749917,2.0,1.1234946152937895,0.566319783527305,-1.2788745339570562,1.0,1.0,0.0,-0.3072964860725506,0
0.0,0.0,1.0,1.0,-0.4643336064113132,0.25,-0.3496292211749917,3.0,-0.09798288819524963,-0.5776078995367817,-0.9398123441041242,2.0,1.0,1.0,1.0400589369243145,0
0.0,0.0,1.0,1.0,0.10722179254794025,1.0,0.0634207849516859,3.0,-1.1991617531888707,0.9634949934588877,-0.30278641165316095,1.0,1.0,0.0,1.5692183274742382,0
0.0,0.0,1.0,0.0,-0.4643336064113132,0.75,1.7156208094583962,1.0,-1.1991617531888707,-1.2971653367989056,-0.354159470721787,2.0,1.0,0.0,-1.4545496185253268,0
0.0,0.0,1.0,0.0,-0.6548520727310644,0.0,-0.7626792273016693,2.0,1.2904991077414305,0.9027778720441454,2.050099693689913,2.0,1.0,1.0,1.226821074765464,0
0.0,0.0,1.0,0.0,0.2977402588676914,0.75,1.3025708033317187,1.0,0.934599377098332,0.019281378801389804,-1.0117346268002008,2.0,1.0,0.0,-0.3695505320196005,1
0.0,0.0,1.0,0.0,-0.36907437325143766,1.0,1.3025708033317187,3.0,-1.1991617531888707,-0.46841732357958393,0.3753379680527032,2.0,0.0,1.0,1.3068619909830996,0
0.0,1.0,0.0,0.0,-1.6074444043298202,1.0,-1.175729233428347,1.0,0.6948843242758009,-0.8752538451387776,-0.7343201078296199,1.0,1.0,1.0,-0.7697551131077782,0
1.0,0.0,0.0,0.0,-0.5595928395711888,0.0,1.3025708033317187,3.0,0.9706883781568301,0.38027777778883465,0.3753379680527032,2.0,1.0,0.0,-0.5029520590489931,0
0.0,0.0,1.0,1.0,-0.9406297722106911,1.0,-0.3496292211749917,3.0,-1.1991617531888707,1.37592236998771,1.8651566810428593,2.0,1.0,0.0,1.4046897774713207,0
0.0,0.0,1.0,0.0,0.39299949202756695,0.5,-0.3496292211749917,1.0,0.17961896873497638,0.5243598277800674,0.6424778752095588,1.0,1.0,1.0,0.2529899274508982,0
